"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt","how.g","notes.g","year.g","name.g","totalcores.g","computer.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processortechnology.g","processorspeedmhz.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t","rmax"
"175",2014-11-01,272,-4.108,175,307,305803,1206,253.5679934,"Derived","",2014,"",16080,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","Heavy Industry Company","Hewlett-Packard","Japan","Industry",0,"360192",0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Eastern Asia","Asia",141,43,141,"","Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","Heavy Industry Company","Hewlett-Packard","Japan",2014,"Industry",16080,0,"305803",360192,0,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Eastern Asia","Asia",305803
"355",2014-11-01,273,-4.111,355,251,184809,445.2,415.1145553,"Derived","",2013,"",10176,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","DOE/Bettis Atomic Power Laboratory","Cray Inc.","United States","Research",0,"211661",1886976,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cray CS300-AC","Cray CS300","Infiniband","Infiniband QDR","North America","Americas",288,41,181,"","Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","DOE/Bettis Atomic Power Laboratory","Cray Inc.","United States",2013,"Research",10176,0,"184809",211661,1886976,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cray CS300-AC","Cray CS300","Infiniband","Infiniband QDR","North America","Americas",184809
"356",2014-11-01,274,-4.111,356,252,184809,445.2,415.1145553,"Derived","",2013,"",10176,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Knolls Atomic Power Laboratory","Cray Inc.","United States","Research",0,"211661",1886976,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cray CS300-AC","Cray CS300","Infiniband","Infiniband QDR","North America","Americas",289,41,182,"","Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Knolls Atomic Power Laboratory","Cray Inc.","United States",2013,"Research",10176,0,"184809",211661,1886976,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cray CS300-AC","Cray CS300","Infiniband","Infiniband QDR","North America","Americas",184809
"462",2014-11-01,275,-4.119,462,235,160100,342.3,467.7183757,"Top500","",2012,"Hexagon",22272,"Cray XE6m-200, Opteron 6276 16C 2.300GHz, Cray Gemini interconnect","University of Bergen","Cray Inc.","Norway","Academic",0,"204,902.4",0,0,"MPP","Opteron 6276 16C 2.3GHz","AMD x86_64",2300,"Cray Linux Environment ","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6m-200","Cray XE","Cray Interconnect","Cray Gemini interconnect","Northern Europe","Europe",383,39,112,"Hexagon","Cray XE6m-200, Opteron 6276 16C 2.300GHz, Cray Gemini interconnect","University of Bergen","Cray Inc.","Norway",2012,"Academic",22272,0,"160100",204902.4,0,0,342.3,467.72,"MPP","Opteron 6276 16C 2.3GHz","AMD x86_64",2300,"Cray Linux Environment ","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6m-200","Cray XE","Cray Interconnect","Cray Gemini interconnect","Northern Europe","Europe",160100
"165",2014-11-01,276,-4.123,165,339,317900,1369.55,232.1200394,"Derived","",2013,"",23478,"Fujitsu PRIMERGY CX400, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Xeon Phi 3120p","Information Technology Center, Nagoya University","Fujitsu","Japan","Academic",10374,"465592",2038272,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","Intel Xeon Phi 3120p",12,"Intel Xeon E5 (IvyBridge)","Fujitsu PRIMERGY CX400","Fujitsu Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",133,42,108,"","Fujitsu PRIMERGY CX400, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Xeon Phi 3120p","Information Technology Center, Nagoya University","Fujitsu","Japan",2013,"Academic",23478,10374,"317900",465592,2038272,0,NA,NA,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","Intel Xeon Phi 3120p",12,"Intel Xeon E5 (IvyBridge)","Fujitsu PRIMERGY CX400","Fujitsu Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",317900
"248",2014-11-01,277,-4.129,248,271,235970.6,768,307.2533854,"Derived","",2014,"",12800,"Cluster Platform SL210t, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband QDR","Geoscience (P)","Hewlett-Packard","United States","Industry",0,"286720",0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL210t","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas",206,43,206,"","Cluster Platform SL210t, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband QDR","Geoscience (P)","Hewlett-Packard","United States",2014,"Industry",12800,0,"235,970.6",286720,0,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL210t","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas",235970.6
"335",2014-11-01,278,-4.129,335,259,190900,504,378.7698413,"Submission","",2009,"Shaheen",65536,"Blue Gene/P Solution","King Abdullah University of Science and Technology","IBM","Saudi Arabia","Academic",0,"222,822.4",0,0,"MPP","PowerPC 450 4C 850MHz","Power",850,"CNK/SLES 9","Mixed","None",4,"PowerPC 450","BlueGene/P","IBM BlueGene","Proprietary Network","Proprietary","Western Asia","Asia",271,33,14,"Shaheen","Blue Gene/P Solution","King Abdullah University of Science and Technology","IBM","Saudi Arabia",2009,"Academic",65536,0,"190900",222822.4,0,0,504,378.77,"MPP","PowerPC 450 4C 850MHz","Power",850,"CNK/SLES 9","Mixed","None",4,"PowerPC 450","BlueGene/P","IBM BlueGene","Proprietary Network","Proprietary","Western Asia","Asia",190900
"135",2014-11-01,279,-4.13,135,382,371738.3,1917.6,193.8560179,"Derived","",2012,"",25568,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Energy Company","Hewlett-Packard","United States","Industry",0,"531814",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",104,40,60,"","Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Energy Company","Hewlett-Packard","United States",2012,"Industry",25568,0,"371,738.3",531814,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",371738.3
"475",2014-11-01,280,-4.13,475,243,158100,346.5,456.2770563,"Derived","",2014,"Maverick",4620,"Cluster Platform SL250s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Nvidia K40m","Texas Advanced Computing Center/Univ. of Texas","Hewlett-Packard","United States","Academic",1980,"247896",557568,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","Nvidia K40m",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",397,43,397,"Maverick","Cluster Platform SL250s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Nvidia K40m","Texas Advanced Computing Center/Univ. of Texas","Hewlett-Packard","United States",2014,"Academic",4620,1980,"158100",247896,557568,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","Nvidia K40m",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",158100
"167",2014-11-01,281,-4.132,167,343,316846.8,1399.5,226.4,"Derived","",2014,"",18660,"Cluster Platform SL250s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","IT Service Provider","Hewlett-Packard","India","Industry",0,"373200",0,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","South-central Asia","Asia",135,43,135,"","Cluster Platform SL250s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","IT Service Provider","Hewlett-Packard","India",2014,"Industry",18660,0,"316,846.8",373200,0,0,NA,NA,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","South-central Asia","Asia",316846.8
"370",2014-11-01,282,-4.135,370,255,177100,442,400.678733,"Submission","",2011,"ALPS",26244,"Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband","Taiwan National Center for High-performance Computing","Acer Group","Taiwan","Research",0,"231859",2301696,0,"Cluster","Opteron 6174 12C 2.2GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Acer AR585 F1 Cluster","Acer Group Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia",304,37,42,"ALPS","Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband","Taiwan National Center for High-performance Computing","Acer Group","Taiwan",2011,"Research",26244,0,"177100",231859,2301696,0,NA,NA,"Cluster","Opteron 6174 12C 2.2GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Acer AR585 F1 Cluster","Acer Group Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia",177100
"195",2014-11-01,283,-4.137,195,311,279738,1108.8,252.288961,"Derived","",2013,"",19712,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (B)","Hewlett-Packard","United States","Industry",0,"410010",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",161,41,104,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (B)","Hewlett-Packard","United States",2013,"Industry",19712,0,"279738",410010,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",279738
"199",2014-11-01,284,-4.14,199,308,276419.3,1094.4,252.5761148,"Derived","",2013,"",19456,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States","Industry",0,"404685",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",165,42,135,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States",2013,"Industry",19456,0,"276,419.3",404685,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",276419.3
"297",2014-11-01,285,-4.144,297,264,203238,600,338.73,"Derived","",2014,"Constance",7200,"Supermico SuperServer 6028TP-HTFR, Xeon E5-2670v3 12C 2.3GHz, Infiniband FDR","DOE/SC/Pacific Northwest National Laboratory","Atipa Technology","United States","Research",0,"264960",1418752,0,"Cluster","Xeon E5-2670v3 12C 2.3GHz","Intel Haswell",2300,"Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","Supermico SuperServer 6028TP-HTFR","Atipa Cluster","Infiniband","Infiniband FDR","North America","Americas",NA,44,297,"Constance","Supermico SuperServer 6028TP-HTFR, Xeon E5-2670v3 12C 2.3GHz, Infiniband FDR","DOE/SC/Pacific Northwest National Laboratory","Atipa Technology","United States",2014,"Research",7200,0,"203238",264960,1418752,0,NA,NA,"Cluster","Xeon E5-2670v3 12C 2.3GHz","Intel Haswell",2300,"Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","Supermico SuperServer 6028TP-HTFR","Atipa Cluster","Infiniband","Infiniband FDR","North America","Americas",203238
"213",2014-11-01,286,-4.154,213,306,263165,1037.25,253.714148,"Derived","",2013,"",18440,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (D)","Hewlett-Packard","United States","Industry",0,"383552",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",176,41,114,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2013,"Industry",18440,0,"263165",383552,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",263165
"214",2014-11-01,287,-4.154,214,305,263060.4,1036.8,253.7233796,"Derived","",2013,"",18432,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (C)","Hewlett-Packard","Canada","Industry",0,"383386",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",177,42,147,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (C)","Hewlett-Packard","Canada",2013,"Industry",18432,0,"263,060.4",383386,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",263060.4
"226",2014-11-01,288,-4.154,226,289,251780,949.05,265.2968758,"Derived","",2013,"",16872,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (D)","Hewlett-Packard","United States","Industry",0,"350938",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",188,41,120,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2013,"Industry",16872,0,"251780",350938,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",251780
"216",2014-11-01,289,-4.155,216,304,261631,1030,254.0106796,"Submission","",2009,"GPC",30912,"xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband","SciNet/University of Toronto/Compute Canada","IBM","Canada","Research",0,"312,829.44",2526944,0,"Cluster","Xeon E5540 4C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","xSeries iDataPlex","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",179,33,16,"GPC","xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband","SciNet/University of Toronto/Compute Canada","IBM","Canada",2009,"Research",30912,0,"261631",312829.44,2526944,0,1030,254.01,"Cluster","Xeon E5540 4C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","xSeries iDataPlex","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",261631
"98",2014-11-01,290,-4.158,98,444,499226.1,3780,132.0703968,"Derived","",2013,"",50400,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.800GHz, Gigabit Ethernet","Energy Company (D)","Hewlett-Packard","United States","Industry",0,"1128960",0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",73,42,62,"","Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.800GHz, Gigabit Ethernet","Energy Company (D)","Hewlett-Packard","United States",2013,"Industry",50400,0,"499,226.1",1128960,0,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",499226.1
"194",2014-11-01,291,-4.16,194,337,280895,1205.55,233.0015346,"Derived","",2014,"",21432,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.5GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","Netherlands","Industry",0,"428640",0,0,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Western Europe","Europe",160,43,160,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.5GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","Netherlands",2014,"Industry",21432,0,"280895",428640,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Western Europe","Europe",280895
"182",2014-11-01,292,-4.162,182,348,295767,1344,220.0647321,"Derived","",2014,"",17920,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","Service Provider","Hewlett-Packard","Korea, South","Industry",0,"430080",0,0,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia",147,43,147,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","Service Provider","Hewlett-Packard","Korea, South",2014,"Industry",17920,0,"295767",430080,0,0,NA,NA,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia",295767
"183",2014-11-01,293,-4.162,183,349,295767,1344,220.0647321,"Derived","",2014,"",17920,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","Service Provider","Hewlett-Packard","Korea, South","Industry",0,"430080",0,0,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia",148,43,148,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","Service Provider","Hewlett-Packard","Korea, South",2014,"Industry",17920,0,"295767",430080,0,0,NA,NA,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia",295767
"124",2014-11-01,294,-4.168,124,427,405365,2580,157.1182171,"Derived","",2014,"CIMATEC01",17200,"SGI ICE X, Intel Xeon E5-2690v2 10C 3GHz, Infiniband FDR","SENAI/CIMATEC","SGI","Brazil","Research",0,"412800",2149120,0,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Redhat Enterprise Linux 6.5","Linux","None",10,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","South America","Americas",95,43,95,"CIMATEC01","SGI ICE X, Intel Xeon E5-2690v2 10C 3GHz, Infiniband FDR","SENAI/CIMATEC","SGI","Brazil",2014,"Research",17200,0,"405365",412800,2149120,0,NA,NA,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Redhat Enterprise Linux 6.5","Linux","None",10,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","South America","Americas",405365
"219",2014-11-01,295,-4.181,219,323,256331,1075.2,238.4030878,"Derived","",2014,"",17920,"Cluster Platform SL210t, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","IT Provider","Hewlett-Packard","India","Industry",0,"372736",0,0,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL210t","HP Cluster Platform 3000SL","10G","10G Ethernet","South-central Asia","Asia",NA,44,219,"","Cluster Platform SL210t, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","IT Provider","Hewlett-Packard","India",2014,"Industry",17920,0,"256331",372736,0,0,NA,NA,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL210t","HP Cluster Platform 3000SL","10G","10G Ethernet","South-central Asia","Asia",256331
