"","top500rank","green500rank.g","rmax.g","power.g","mflopswatt.g","how.g","year.g","name.g","totalcores.g","manufacturer.g","site.g","country.g","rpeak.g","segment.g","acceleratorcoprocessorcores.g","nmax.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","os.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"442",442,268,126500,502.25,251.8666003,"Derived",2010,"Raytheon/Aspen Cluster, Xeon X5560/X5650 2.8/2.66 Ghz, QDR Infinband",13732,"Raytheon/Aspen Systems","NOAA/Earth Science Research Laboratory/GSD","United States",148116,"Research",0,1664080,"Cluster","Xeon X5550 4C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Raytheon/Aspen Systems Cluster","NOW - Intel","Infiniband","Infiniband QDR","North America","Americas",318,36,50,"Jet","Raytheon/Aspen Cluster, Xeon X5560/X5650 2.8/2.66 Ghz, QDR Infinband","NOAA/Earth Science Research Laboratory/GSD","Raytheon/Aspen Systems","United States",2010,"Research",13732,0,126500,148116,1664080,257000,NA,NA,"Cluster","Xeon X5550 4C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Raytheon/Aspen Systems Cluster","NOW - Intel","Infiniband","Infiniband QDR","North America","Americas"
"443",443,429,126446,998.1,126.6867047,"Derived",2013,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",13308,"Hewlett-Packard","Telecommunication Company","Japan",244867,"Industry",0,0,"Cluster","Xeon E5-2630 6C 2.300GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",319,41,319,"","Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","Telecommunication Company","Hewlett-Packard","Japan",2013,"Industry",13308,0,126446,244867,0,0,NA,NA,"Cluster","Xeon E5-2630 6C 2.300GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"444",444,227,126399.82,425.22,297.2574667,"Derived",2010,"Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR",11936,"Oracle","National Computational Infrastructure National Facility (NCI-NF)","Australia",139889.92,"Academic",0,0,"Cluster","Xeon X5570 4C 2.930GHz","Intel Nehalem",2930,"CentOS","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Sun Blade 6048","Sun Blade System","Infiniband","Infiniband","Australia and New Zealand","Oceania",320,36,51,"Vayu","Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR","National Computational Infrastructure National Facility (NCI-NF)","Oracle","Australia",2010,"Academic",11936,0,126400,139890,0,0,NA,NA,"Cluster","Xeon X5570 4C 2.930GHz","Intel Nehalem",2930,"CentOS","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Sun Blade 6048","Sun Blade System","Infiniband","Infiniband","Australia and New Zealand","Oceania"
"445",445,80,126227,138.59,910.7944296,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,"IBM","Electronics","United States",138778,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",327,41,327,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"446",446,81,126227,138.59,910.7944296,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,"IBM","Electronics","United States",138778,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",328,41,328,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"447",447,82,126227,138.59,910.7944296,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,"IBM","Electronics","United States",138778,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",326,41,326,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"448",448,83,126227,138.59,910.7944296,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,"IBM","Electronics","United States",138778,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",321,41,321,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"449",449,84,126227,138.59,910.7944296,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,"IBM","Electronics","United States",138778,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",322,41,322,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"450",450,85,126227,138.59,910.7944296,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,"IBM","Electronics","United States",138778,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",323,41,323,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"451",451,86,126227,138.59,910.7944296,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,"IBM","Electronics","United States",138778,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",324,41,324,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"452",452,87,126227,138.59,910.7944296,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband",6672,"IBM","Electronics","United States",138778,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",325,41,325,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"453",453,322,126218,567,222.6067019,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet",10080,"Hewlett-Packard","Service Provider","United States",177408,"Industry",0,0,"Cluster","Xeon E5-2660 8C 2.200GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",329,41,329,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States",2013,"Industry",10080,0,126218,177408,0,0,NA,NA,"Cluster","Xeon E5-2660 8C 2.200GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"454",454,50,125986,101,1247.386139,"Top500",2011,"Bullx DLC B710 Blades, Intel Xeon E5 v2 12C 2.700GHz, Infiniband FDR",6480,"Bull SA","Bull","France",139968,"Vendor",0,986832,"Cluster","Intel Xeon E5-2697v2 12C 2.700GHz","Intel IvyBridge",2700,"Bullx Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Bullx DLC B710 Blades","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",330,38,27,"Manny","Bullx DLC B710 Blades, Intel Xeon E5 v2 12C 2.700GHz, Infiniband FDR","Bull","Bull SA","France",2011,"Vendor",6480,0,125986,139968,986832,0,101,1247,"Cluster","Intel Xeon E5-2697v2 12C 2.700GHz","Intel IvyBridge",2700,"Bullx Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Bullx DLC B710 Blades","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe"
"455",455,372,125800,677.4,185.7100679,"Derived",2010,"Cray XE6 12-core 2.1 GHz",17856,"Cray Inc.","University of Chicago","United States",149990,"Academic",0,0,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas",331,36,54,"","Cray XE6 12-core 2.1 GHz","University of Chicago","Cray Inc.","United States",2010,"Academic",17856,0,125800,149990,0,0,NA,NA,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas"
"456",456,273,125737,502.58,250.1830554,"Submission",2012,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband",13284,"IBM","Electronics","United States",141342,"Industry",0,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Infiniband","Infiniband","North America","Americas",334,40,211,"","xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband","Electronics","IBM","United States",2012,"Industry",13284,0,125737,141342,0,0,503,250,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Infiniband","Infiniband","North America","Americas"
"457",457,274,125737,502.58,250.1830554,"Submission",2012,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband",13284,"IBM","Electronics","United States",141342,"Industry",0,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Infiniband","Infiniband","North America","Americas",332,40,209,"","xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband","Electronics","IBM","United States",2012,"Industry",13284,0,125737,141342,0,0,503,250,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Infiniband","Infiniband","North America","Americas"
"458",458,275,125737,502.58,250.1830554,"Submission",2012,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband",13284,"IBM","Electronics","United States",141342,"Industry",0,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Infiniband","Infiniband","North America","Americas",333,40,210,"","xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband","Electronics","IBM","United States",2012,"Industry",13284,0,125737,141342,0,0,503,250,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Infiniband","Infiniband","North America","Americas"
"459",459,379,125503,690.43,181.7751256,"Submission",2011,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet",22272,"IBM","Financial Institution","Japan",236974.08,"Industry",0,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",335,37,162,"","xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","Financial Institution","IBM","Japan",2011,"Industry",22272,0,125503,236974,0,0,690,182,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"460",460,237,125500,467.9,268.2197051,"Derived",2011,"Cray XE6, Opteron 6272 16C 2.1/2.2/2.3 GHz, Cray Gemini interconnect",18688,"Cray Inc.","Cray Inc.","United States",157798.4,"Vendor",0,0,"MPP","Opteron 6272 16C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas",336,36,126,"Hera","Cray XE6, Opteron 6272 16C 2.1/2.2/2.3 GHz, Cray Gemini interconnect","Cray Inc.","Cray Inc.","United States",2011,"Vendor",18688,0,125500,157798,0,0,NA,NA,"MPP","Opteron 6272 16C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas"
"461",461,283,125413,532,235.7387218,"Submission",2013,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",22256,"IBM","Internet Service","China",462925,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",NA,42,461,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China",2013,"Industry",22256,0,125413,462925,0,0,532,236,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"462",462,284,125413,532,235.7387218,"Submission",2013,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",22256,"IBM","Internet Service","China",462925,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",NA,42,462,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China",2013,"Industry",22256,0,125413,462925,0,0,532,236,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"463",463,244,124997,476.1,262.5435833,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",8464,"Hewlett-Packard","IT Service Provider","United States",176051,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,42,463,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2013,"Industry",8464,0,124997,176051,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"464",464,311,124962,530.84,235.4042649,"Submission",2013,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",22176,"IBM","Communications","United States",461261,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",337,41,337,"","BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Communications","IBM","United States",2013,"Industry",22176,0,124962,461261,0,0,531,235,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"465",465,271,124475,494.775,251.5790006,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.500GHz, 10G Ethernet",8796,"Hewlett-Packard","Financial Services (H)","United States",175920,"Industry",0,0,"Cluster","Xeon E5-2640 6C 2.500GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,42,465,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.500GHz, 10G Ethernet","Financial Services (H)","Hewlett-Packard","United States",2013,"Industry",8796,0,124475,175920,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.500GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"466",466,152,124411,170.98,727.6348111,"Submission",2013,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband",6576,"IBM","Government","United States",136781,"Government",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Infiniband","Infiniband","North America","Americas",NA,42,466,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband","Government","IBM","United States",2013,"Government",6576,0,124411,136781,0,0,171,728,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Infiniband","Infiniband","North America","Americas"
"467",467,153,124411,170.98,727.6348111,"Submission",2013,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband",6576,"IBM","Government","United States",136781,"Government",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Infiniband","Infiniband","North America","Americas",NA,42,467,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband","Government","IBM","United States",2013,"Government",6576,0,124411,136781,0,0,171,728,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Infiniband","Infiniband","North America","Americas"
"468",468,221,123335.7,392.4,314.3111621,"Derived",2012,"Cluster Platform 3000 BL460c/SL250/ML350 Xeon E5-2670 8C 2.600GHz, Infiniband QDR",6976,"Hewlett-Packard","Volvo Car Group","Sweden",145101,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","Northern Europe","Europe",338,40,215,"","Cluster Platform 3000 BL460c/SL250/ML350 Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Volvo Car Group","Hewlett-Packard","Sweden",2012,"Industry",6976,0,123336,145101,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","Northern Europe","Europe"
